Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
07-02-2025,12:00:00,BK100559,Successful,CUST2559,eBike,Location 50,Location 35,9.6,6.1,0,,0,,0,,24.7,2,4.1,4.3
20-02-2025,18:00:00,BK100560,Successful,CUST2560,Prime Plus,Location 15,Location 6,7.2,12.6,0,,0,,0,,43.22,5.3,4.3,3.3
09-02-2025,15:00:00,BK100561,Cancelled by Driver,CUST2561,Mini,Location 14,Location 26,,,0,,1,Customer related issue,0,,,,,
18-02-2025,01:00:00,BK100562,Successful,CUST2562,Bike,Location 13,Location 3,7.3,12.7,0,,0,,0,,329.14,24.2,4.3,4.3
15-02-2025,21:00:00,BK100563,Successful,CUST2563,Auto,Location 21,Location 5,6,12.4,0,,0,,0,,276.5,19.6,4.6,3.5
16-02-2025,06:00:00,BK100564,Incomplete,CUST2564,Bike,Location 21,Location 14,,,0,,0,,1,Vehicle Breakdown,,,,
14-02-2025,14:00:00,BK100565,Successful,CUST2565,Bike,Location 14,Location 8,2.6,14.3,0,,0,,0,,112.84,12.1,3.6,3.3
18-02-2025,18:00:00,BK100566,Successful,CUST2566,Auto,Location 16,Location 28,4.6,6.9,0,,0,,0,,119.13,10.2,3.5,4.7
10-02-2025,05:00:00,BK100567,Successful,CUST2567,Prime Sedan,Location 38,Location 15,2.1,6,0,,0,,0,,268.24,23.7,3.4,4.5
06-02-2025,16:00:00,BK100568,Successful,CUST2568,Prime Sedan,Location 47,Location 31,8.5,14,0,,0,,0,,90.47,10.1,4.3,4.6
26-02-2025,23:00:00,BK100569,Incomplete,CUST2569,Mini,Location 45,Location 23,,,0,,0,,1,Vehicle Breakdown,,,,
25-02-2025,03:00:00,BK100570,Successful,CUST2570,Mini,Location 1,Location 23,9.6,8.7,0,,0,,0,,38.98,3.9,4.9,4.6
22-02-2025,07:00:00,BK100571,Successful,CUST2571,Auto,Location 22,Location 13,5.6,10.6,0,,0,,0,,221.76,19.8,3.8,4.7
03-02-2025,17:00:00,BK100572,Successful,CUST2572,Prime Sedan,Location 32,Location 20,5.5,10.3,0,,0,,0,,299.72,23.5,3.8,3.6
22-02-2025,08:00:00,BK100573,Successful,CUST2573,eBike,Location 6,Location 38,5.5,8.8,0,,0,,0,,48.2,5.6,4.6,4.8
05-02-2025,05:00:00,BK100574,Successful,CUST2574,Auto,Location 12,Location 5,9.4,9.7,0,,0,,0,,108.51,11,3.8,4.9
18-02-2025,04:00:00,BK100575,Successful,CUST2575,Mini,Location 18,Location 30,8.7,6.4,0,,0,,0,,280.63,23.9,4.1,4.9
12-02-2025,12:00:00,BK100576,Successful,CUST2576,Prime Plus,Location 11,Location 32,2.8,13.6,0,,0,,0,,327.19,23.5,4.2,4.2
15-02-2025,14:00:00,BK100577,Cancelled by Driver,CUST2577,eBike,Location 39,Location 37,,,0,,1,More than permitted people in there,0,,,,,
07-02-2025,00:00:00,BK100578,Successful,CUST2578,eBike,Location 7,Location 39,9.3,5.8,0,,0,,0,,281.37,25,4.1,4.8
24-02-2025,19:00:00,BK100579,Successful,CUST2579,Prime Sedan,Location 41,Location 2,5.9,6.2,0,,0,,0,,328.2,23.7,3.5,4.2
19-02-2025,07:00:00,BK100580,Successful,CUST2580,Prime Sedan,Location 39,Location 27,3.5,9.2,0,,0,,0,,270.02,21.6,3.2,3.6
06-02-2025,00:00:00,BK100581,Cancelled by Customer,CUST2581,Auto,Location 9,Location 30,,,1,Change of plans,0,,0,,,,,
09-02-2025,21:00:00,BK100582,Successful,CUST2582,Prime Plus,Location 37,Location 1,6.4,12.3,0,,0,,0,,59.16,4.5,4.1,3.4
10-02-2025,16:00:00,BK100583,Successful,CUST2583,eBike,Location 38,Location 18,9.1,12,0,,0,,0,,97.17,7,5,3.5
02-02-2025,03:00:00,BK100584,Cancelled by Customer,CUST2584,Prime Sedan,Location 43,Location 10,,,1,Change of plans,0,,0,,,,,
08-02-2025,11:00:00,BK100585,Successful,CUST2585,eBike,Location 6,Location 26,3.5,14,0,,0,,0,,253.09,17,3.2,3.9
02-02-2025,00:00:00,BK100586,Successful,CUST2586,eBike,Location 1,Location 5,8,7.5,0,,0,,0,,50.32,4.6,3.5,3.2
23-02-2025,17:00:00,BK100587,Successful,CUST2587,Auto,Location 22,Location 36,4.8,14.9,0,,0,,0,,43.33,3.6,4,3.8
03-02-2025,12:00:00,BK100588,Cancelled by Driver,CUST2588,Prime Plus,Location 38,Location 44,,,0,,1,The customer was coughing/sick,0,,,,,
08-02-2025,05:00:00,BK100589,Cancelled by Driver,CUST2589,Mini,Location 22,Location 47,,,0,,1,More than permitted people in there,0,,,,,
06-02-2025,02:00:00,BK100590,Successful,CUST2590,Auto,Location 8,Location 48,6.4,14.8,0,,0,,0,,189.74,13.8,3.1,4
22-02-2025,07:00:00,BK100591,Successful,CUST2591,eBike,Location 21,Location 1,6.4,7.9,0,,0,,0,,32.84,4.1,3.4,4.6
20-02-2025,15:00:00,BK100592,Successful,CUST2592,Prime Plus,Location 38,Location 4,3.6,12.7,0,,0,,0,,69.06,8.1,3.6,3.7
05-02-2025,12:00:00,BK100593,Successful,CUST2593,Prime Sedan,Location 3,Location 48,9.4,10.3,0,,0,,0,,274.28,21.6,3.4,4.3
15-02-2025,21:00:00,BK100594,Cancelled by Driver,CUST2594,Prime Plus,Location 25,Location 4,,,0,,1,The customer was coughing/sick,0,,,,,
17-02-2025,02:00:00,BK100595,Successful,CUST2595,Mini,Location 34,Location 13,8,11.7,0,,0,,0,,61.75,5.5,4.3,4.8
15-02-2025,03:00:00,BK100596,Cancelled by Driver,CUST2596,Prime Plus,Location 37,Location 23,,,0,,1,The customer was coughing/sick,0,,,,,
25-02-2025,18:00:00,BK100597,Successful,CUST2597,Bike,Location 29,Location 28,8.8,10.4,0,,0,,0,,66.09,7.4,5,3.6
20-02-2025,06:00:00,BK100598,Cancelled by Customer,CUST2598,Auto,Location 33,Location 23,,,1,Wrong Address,0,,0,,,,,
25-02-2025,03:00:00,BK100599,Cancelled by Customer,CUST2599,Mini,Location 30,Location 40,,,1,Driver asked to cancel,0,,0,,,,,
18-02-2025,04:00:00,BK100600,Cancelled by Customer,CUST2600,Mini,Location 19,Location 23,,,1,Change of plans,0,,0,,,,,
02-02-2025,02:00:00,BK100601,Successful,CUST2601,Mini,Location 15,Location 24,8.4,6.6,0,,0,,0,,262.35,21.9,4.4,3.3
07-02-2025,04:00:00,BK100602,Successful,CUST2602,Prime Plus,Location 36,Location 18,4.1,13.1,0,,0,,0,,141.49,14.5,3.9,4.8
04-02-2025,08:00:00,BK100603,Cancelled by Driver,CUST2603,Auto,Location 35,Location 37,,,0,,1,The customer was coughing/sick,0,,,,,
26-02-2025,14:00:00,BK100604,Successful,CUST2604,Bike,Location 2,Location 16,7.7,12.9,0,,0,,0,,151.66,15.8,4.3,3.7
10-02-2025,00:00:00,BK100605,Cancelled by Driver,CUST2605,Prime Plus,Location 41,Location 46,,,0,,1,The customer was coughing/sick,0,,,,,
04-02-2025,03:00:00,BK100606,Cancelled by Driver,CUST2606,Auto,Location 33,Location 15,,,0,,1,More than permitted people in there,0,,,,,
01-02-2025,17:00:00,BK100607,Incomplete,CUST2607,eBike,Location 8,Location 43,,,0,,0,,1,Other Issue,,,,
03-02-2025,18:00:00,BK100608,Successful,CUST2608,Prime Plus,Location 3,Location 28,9.7,6.6,0,,0,,0,,59.17,4.3,4.7,4.4
13-02-2025,13:00:00,BK100609,Cancelled by Customer,CUST2609,Mini,Location 18,Location 39,,,1,Wrong Address,0,,0,,,,,
26-02-2025,01:00:00,BK100610,Successful,CUST2610,Auto,Location 47,Location 2,9.1,6.9,0,,0,,0,,104.31,9.9,3.5,4.5
22-02-2025,10:00:00,BK100611,Successful,CUST2611,eBike,Location 6,Location 3,4.2,12.8,0,,0,,0,,57.09,4.7,4.5,4.8
16-02-2025,22:00:00,BK100612,Successful,CUST2612,Prime Plus,Location 33,Location 23,8.5,6.9,0,,0,,0,,88.7,8.2,3.9,4.3
14-02-2025,09:00:00,BK100613,Cancelled by Customer,CUST2613,Bike,Location 32,Location 31,,,1,Driver is not moving towards pickup location,0,,0,,,,,
14-02-2025,14:00:00,BK100614,Successful,CUST2614,Bike,Location 17,Location 19,6,9,0,,0,,0,,132.8,12.5,4.2,4.1
11-02-2025,02:00:00,BK100615,Cancelled by Customer,CUST2615,Auto,Location 7,Location 28,,,1,Wrong Address,0,,0,,,,,
03-02-2025,15:00:00,BK100616,Incomplete,CUST2616,Bike,Location 49,Location 19,,,0,,0,,1,Customer Demand,,,,
22-02-2025,18:00:00,BK100617,Successful,CUST2617,eBike,Location 44,Location 35,5.5,11.2,0,,0,,0,,191.57,15.4,4.8,4.4
23-02-2025,22:00:00,BK100618,Successful,CUST2618,Prime Plus,Location 18,Location 43,6.1,10.6,0,,0,,0,,139.11,12.3,3.6,4.5
11-02-2025,05:00:00,BK100619,Successful,CUST2619,Mini,Location 14,Location 50,7,9,0,,0,,0,,174.63,16.2,4.3,3.2
04-02-2025,02:00:00,BK100620,Incomplete,CUST2620,Bike,Location 8,Location 12,,,0,,0,,1,Other Issue,,,,
23-02-2025,12:00:00,BK100621,Successful,CUST2621,Prime Sedan,Location 29,Location 34,9,14.8,0,,0,,0,,150.94,10.9,4.9,3.1
05-02-2025,02:00:00,BK100622,Successful,CUST2622,Bike,Location 9,Location 47,6.9,8.9,0,,0,,0,,25.08,2.8,3.5,4.6
20-02-2025,20:00:00,BK100623,Successful,CUST2623,Prime Sedan,Location 46,Location 5,6.5,10.5,0,,0,,0,,38.5,3.5,4.5,4.1
08-02-2025,03:00:00,BK100624,Successful,CUST2624,Prime Plus,Location 3,Location 45,9.3,6.1,0,,0,,0,,207.51,23.4,3.1,3.3
13-02-2025,03:00:00,BK100625,Successful,CUST2625,Mini,Location 20,Location 45,3.7,5.8,0,,0,,0,,120.68,9.4,4.9,4
12-02-2025,03:00:00,BK100626,Cancelled by Customer,CUST2626,Prime Plus,Location 47,Location 42,,,1,Wrong Address,0,,0,,,,,
13-02-2025,11:00:00,BK100627,Successful,CUST2627,Prime Sedan,Location 13,Location 1,7.1,11.5,0,,0,,0,,43.8,3.2,3.5,4.7
15-02-2025,11:00:00,BK100628,Successful,CUST2628,Mini,Location 50,Location 15,7.7,13,0,,0,,0,,286.92,23.3,4.7,3.5
05-02-2025,05:00:00,BK100629,Successful,CUST2629,Mini,Location 12,Location 29,4.9,10.6,0,,0,,0,,39.75,4.7,4.9,3.2
20-02-2025,01:00:00,BK100630,Successful,CUST2630,eBike,Location 2,Location 45,4.9,12.1,0,,0,,0,,100.11,8.2,4.8,3.4
26-02-2025,17:00:00,BK100631,Successful,CUST2631,Mini,Location 35,Location 27,3.4,9.8,0,,0,,0,,60.83,6,4.4,4.9
05-02-2025,08:00:00,BK100632,Incomplete,CUST2632,Mini,Location 10,Location 37,,,0,,0,,1,Other Issue,,,,
24-02-2025,06:00:00,BK100633,Successful,CUST2633,Bike,Location 42,Location 9,6,14.5,0,,0,,0,,258.31,18,4.6,4.4
19-02-2025,00:00:00,BK100634,Successful,CUST2634,eBike,Location 3,Location 3,6.6,14,0,,0,,0,,248.09,22.9,3.7,3.4
06-02-2025,14:00:00,BK100635,Cancelled by Driver,CUST2635,Prime Plus,Location 27,Location 18,,,0,,1,The customer was coughing/sick,0,,,,,
22-02-2025,11:00:00,BK100636,Cancelled by Driver,CUST2636,Prime Sedan,Location 24,Location 21,,,0,,1,More than permitted people in there,0,,,,,
09-02-2025,12:00:00,BK100637,Cancelled by Customer,CUST2637,Auto,Location 49,Location 49,,,1,Wrong Address,0,,0,,,,,
14-02-2025,20:00:00,BK100638,Successful,CUST2638,Mini,Location 23,Location 11,8.4,12.8,0,,0,,0,,41.1,3.2,4.5,4.6
06-02-2025,11:00:00,BK100639,Successful,CUST2639,Mini,Location 23,Location 7,3.7,14.2,0,,0,,0,,77.97,8.2,3.6,4.1
11-02-2025,00:00:00,BK100640,Successful,CUST2640,Auto,Location 8,Location 49,9.8,10.2,0,,0,,0,,98.51,8.3,4.2,3.9
11-02-2025,14:00:00,BK100641,Successful,CUST2641,Bike,Location 25,Location 39,4.2,14.7,0,,0,,0,,281.74,19.7,3.7,3.7
12-02-2025,08:00:00,BK100642,Cancelled by Driver,CUST2642,eBike,Location 6,Location 23,,,0,,1,Customer related issue,0,,,,,
25-02-2025,12:00:00,BK100643,Incomplete,CUST2643,Prime Sedan,Location 31,Location 43,,,0,,0,,1,Other Issue,,,,
18-02-2025,08:00:00,BK100644,Successful,CUST2644,Prime Sedan,Location 8,Location 27,8.2,8,0,,0,,0,,160.07,14.7,3.5,3.7
12-02-2025,23:00:00,BK100645,Cancelled by Customer,CUST2645,Prime Sedan,Location 9,Location 25,,,1,AC is not working,0,,0,,,,,
25-02-2025,12:00:00,BK100646,Successful,CUST2646,Auto,Location 14,Location 11,4.6,7.7,0,,0,,0,,239.21,17.6,3,4.1
07-02-2025,05:00:00,BK100647,Cancelled by Customer,CUST2647,Bike,Location 15,Location 24,,,1,Change of plans,0,,0,,,,,
14-02-2025,20:00:00,BK100648,Successful,CUST2648,eBike,Location 48,Location 9,3.6,7.8,0,,0,,0,,154.98,15.9,4.4,3.8
24-02-2025,07:00:00,BK100649,Incomplete,CUST2649,Auto,Location 10,Location 26,,,0,,0,,1,Customer Demand,,,,
26-02-2025,19:00:00,BK100650,Successful,CUST2650,Prime Sedan,Location 20,Location 35,7.2,5.9,0,,0,,0,,41.7,2.9,4.6,5
10-02-2025,10:00:00,BK100651,Successful,CUST2651,Auto,Location 3,Location 14,4,8.5,0,,0,,0,,142.21,16.2,4,3.3
11-02-2025,00:00:00,BK100652,Successful,CUST2652,Bike,Location 14,Location 42,8,12.2,0,,0,,0,,258.98,20.3,3.5,3.7
08-02-2025,11:00:00,BK100653,Successful,CUST2653,Mini,Location 20,Location 14,6.4,5,0,,0,,0,,245.49,18.2,3.7,4.4
17-02-2025,20:00:00,BK100654,Incomplete,CUST2654,Prime Sedan,Location 6,Location 42,,,0,,0,,1,Customer Demand,,,,
16-02-2025,17:00:00,BK100655,Successful,CUST2655,eBike,Location 44,Location 15,7.7,13.1,0,,0,,0,,256.71,21.5,3,3.4
11-02-2025,15:00:00,BK100656,Cancelled by Customer,CUST2656,Mini,Location 18,Location 41,,,1,Driver asked to cancel,0,,0,,,,,
20-02-2025,01:00:00,BK100657,Successful,CUST2657,Prime Sedan,Location 6,Location 36,3,14.1,0,,0,,0,,225.19,20.9,4.3,4.4
18-02-2025,17:00:00,BK100658,Incomplete,CUST2658,Auto,Location 41,Location 23,,,0,,0,,1,Other Issue,,,,
06-02-2025,11:00:00,BK100659,Successful,CUST2659,Prime Plus,Location 34,Location 22,4.6,5.2,0,,0,,0,,81.61,7.3,4.8,3.6
18-02-2025,21:00:00,BK100660,Cancelled by Driver,CUST2660,Prime Plus,Location 1,Location 5,,,0,,1,Customer related issue,0,,,,,
17-02-2025,07:00:00,BK100661,Incomplete,CUST2661,Prime Sedan,Location 36,Location 25,,,0,,0,,1,Other Issue,,,,
09-02-2025,10:00:00,BK100662,Cancelled by Customer,CUST2662,eBike,Location 44,Location 41,,,1,Change of plans,0,,0,,,,,
26-02-2025,04:00:00,BK100663,Cancelled by Driver,CUST2663,Prime Plus,Location 20,Location 35,,,0,,1,More than permitted people in there,0,,,,,
15-02-2025,23:00:00,BK100664,Cancelled by Driver,CUST2664,eBike,Location 43,Location 45,,,0,,1,Customer related issue,0,,,,,
04-02-2025,00:00:00,BK100665,Successful,CUST2665,Mini,Location 18,Location 30,2.7,12.7,0,,0,,0,,91.72,10.6,3.5,3.5
10-02-2025,16:00:00,BK100666,Successful,CUST2666,Auto,Location 8,Location 50,9.5,6.8,0,,0,,0,,153.88,11.6,3.5,4.4
02-02-2025,18:00:00,BK100667,Successful,CUST2667,Prime Sedan,Location 12,Location 3,3.3,9.5,0,,0,,0,,208.67,15.3,3.7,5
20-02-2025,18:00:00,BK100668,Cancelled by Driver,CUST2668,Mini,Location 6,Location 7,,,0,,1,The customer was coughing/sick,0,,,,,
26-02-2025,09:00:00,BK100669,Successful,CUST2669,Prime Plus,Location 28,Location 2,9.9,8.4,0,,0,,0,,200.67,18.5,4.5,3.4
13-02-2025,21:00:00,BK100670,Successful,CUST2670,Prime Plus,Location 44,Location 8,4.5,7,0,,0,,0,,122.6,11.7,4.8,3.9
07-02-2025,15:00:00,BK100671,Successful,CUST2671,Auto,Location 50,Location 12,7.1,14.3,0,,0,,0,,26.93,3.3,3.5,3.2
10-02-2025,15:00:00,BK100672,Successful,CUST2672,Prime Plus,Location 12,Location 4,6.6,5.4,0,,0,,0,,97.55,9.9,3.1,3.7
10-02-2025,03:00:00,BK100673,Successful,CUST2673,Bike,Location 50,Location 11,8.3,9.3,0,,0,,0,,302.63,22.5,3.6,4.2
05-02-2025,17:00:00,BK100674,Successful,CUST2674,Bike,Location 30,Location 12,3.8,9.8,0,,0,,0,,283.36,21.1,4.4,3.4
03-02-2025,01:00:00,BK100675,Successful,CUST2675,eBike,Location 7,Location 35,2.2,13.8,0,,0,,0,,55.55,6,4.5,4.8
23-02-2025,20:00:00,BK100676,Cancelled by Customer,CUST2676,Mini,Location 10,Location 33,,,1,Driver is not moving towards pickup location,0,,0,,,,,
20-02-2025,08:00:00,BK100677,Cancelled by Customer,CUST2677,eBike,Location 6,Location 18,,,1,AC is not working,0,,0,,,,,
05-02-2025,02:00:00,BK100678,Cancelled by Customer,CUST2678,Prime Sedan,Location 35,Location 28,,,1,AC is not working,0,,0,,,,,
12-02-2025,18:00:00,BK100679,Successful,CUST2679,Mini,Location 16,Location 6,6.4,9.8,0,,0,,0,,305.35,22.6,4.2,4.6
17-02-2025,15:00:00,BK100680,Cancelled by Customer,CUST2680,Prime Sedan,Location 50,Location 29,,,1,Change of plans,0,,0,,,,,
11-02-2025,05:00:00,BK100681,Cancelled by Driver,CUST2681,Auto,Location 17,Location 49,,,0,,1,Personal & Car related issues,0,,,,,
21-02-2025,22:00:00,BK100682,Cancelled by Customer,CUST2682,Prime Plus,Location 24,Location 42,,,1,Change of plans,0,,0,,,,,
05-02-2025,20:00:00,BK100683,Successful,CUST2683,Prime Sedan,Location 38,Location 17,4.5,6.8,0,,0,,0,,34.14,2.9,3.3,3.4
05-02-2025,07:00:00,BK100684,Successful,CUST2684,eBike,Location 18,Location 25,5,9.5,0,,0,,0,,218,24.8,4.8,4.1
19-02-2025,17:00:00,BK100685,Cancelled by Customer,CUST2685,Prime Plus,Location 17,Location 25,,,1,Driver is not moving towards pickup location,0,,0,,,,,
12-02-2025,01:00:00,BK100686,Successful,CUST2686,Mini,Location 13,Location 12,2.9,5.1,0,,0,,0,,206.82,15.1,4.7,4.7
10-02-2025,03:00:00,BK100687,Cancelled by Driver,CUST2687,Auto,Location 44,Location 8,,,0,,1,More than permitted people in there,0,,,,,
01-02-2025,07:00:00,BK100688,Successful,CUST2688,eBike,Location 25,Location 11,5.1,12.1,0,,0,,0,,145.32,10.8,5,3.8
10-02-2025,13:00:00,BK100689,Successful,CUST2689,Mini,Location 15,Location 38,3.8,11.6,0,,0,,0,,277.83,19,3.8,4
25-02-2025,14:00:00,BK100690,Successful,CUST2690,Prime Sedan,Location 3,Location 33,9.2,10.4,0,,0,,0,,153.73,16.9,4.4,4.9
24-02-2025,22:00:00,BK100691,Successful,CUST2691,Prime Sedan,Location 1,Location 1,8,10.7,0,,0,,0,,41.02,2.9,5,4.3
19-02-2025,08:00:00,BK100692,Cancelled by Customer,CUST2692,Prime Plus,Location 33,Location 9,,,1,Change of plans,0,,0,,,,,
14-02-2025,05:00:00,BK100693,Successful,CUST2693,Prime Plus,Location 33,Location 16,9,12.7,0,,0,,0,,316.67,21.5,4,3.9
24-02-2025,13:00:00,BK100694,Cancelled by Customer,CUST2694,Prime Sedan,Location 24,Location 43,,,1,Wrong Address,0,,0,,,,,
06-02-2025,08:00:00,BK100695,Successful,CUST2695,Prime Plus,Location 19,Location 45,7.9,8,0,,0,,0,,285.35,21.4,3.3,4.8
10-02-2025,21:00:00,BK100696,Successful,CUST2696,eBike,Location 49,Location 43,8.5,8.2,0,,0,,0,,75.63,5.3,3.9,3.7
11-02-2025,05:00:00,BK100697,Successful,CUST2697,Prime Plus,Location 29,Location 42,7,14.9,0,,0,,0,,230.5,23.1,3.1,3.5
12-02-2025,09:00:00,BK100698,Cancelled by Customer,CUST2698,Prime Plus,Location 12,Location 29,,,1,Driver is not moving towards pickup location,0,,0,,,,,
02-02-2025,12:00:00,BK100699,Successful,CUST2699,Auto,Location 41,Location 23,4.4,14.4,0,,0,,0,,192.48,13.5,5,4.3
22-02-2025,01:00:00,BK100700,Successful,CUST2700,Prime Sedan,Location 4,Location 29,3.5,11.8,0,,0,,0,,183.77,16.7,3.1,3.7
18-02-2025,12:00:00,BK100701,Successful,CUST2701,eBike,Location 7,Location 26,6.1,11.4,0,,0,,0,,187.37,14.6,3.3,4.3
12-02-2025,23:00:00,BK100702,Successful,CUST2702,Prime Sedan,Location 33,Location 17,7.4,9.8,0,,0,,0,,69.15,6.2,3.5,4.9
05-02-2025,09:00:00,BK100703,Incomplete,CUST2703,eBike,Location 48,Location 42,,,0,,0,,1,Vehicle Breakdown,,,,
03-02-2025,19:00:00,BK100704,Successful,CUST2704,Auto,Location 27,Location 42,6.6,5.4,0,,0,,0,,323.83,24.4,3.1,3.2
05-02-2025,05:00:00,BK100705,Successful,CUST2705,Bike,Location 1,Location 40,2.2,12.9,0,,0,,0,,63.77,6.2,4.2,4.3
25-02-2025,21:00:00,BK100706,Incomplete,CUST2706,Bike,Location 33,Location 37,,,0,,0,,1,Other Issue,,,,
07-02-2025,17:00:00,BK100707,Incomplete,CUST2707,Bike,Location 39,Location 5,,,0,,0,,1,Vehicle Breakdown,,,,
16-02-2025,08:00:00,BK100708,Successful,CUST2708,Auto,Location 19,Location 41,6.4,14.9,0,,0,,0,,82.09,6.6,3.2,4
20-02-2025,17:00:00,BK100709,Successful,CUST2709,Mini,Location 46,Location 44,9.1,14.4,0,,0,,0,,192.77,21.8,3.9,4.3
15-02-2025,10:00:00,BK100710,Cancelled by Customer,CUST2710,Auto,Location 46,Location 49,,,1,Wrong Address,0,,0,,,,,
27-02-2025,20:00:00,BK100711,Incomplete,CUST2711,Bike,Location 34,Location 34,,,0,,0,,1,Customer Demand,,,,
02-02-2025,15:00:00,BK100712,Successful,CUST2712,Mini,Location 3,Location 31,9.1,7.5,0,,0,,0,,179.95,14.8,3.4,4
22-02-2025,03:00:00,BK100713,Successful,CUST2713,Prime Plus,Location 17,Location 49,9.1,7.6,0,,0,,0,,197.69,23.1,3.7,4.8
18-02-2025,09:00:00,BK100714,Successful,CUST2714,Bike,Location 46,Location 1,9.8,11.9,0,,0,,0,,135.85,10.4,4,3.4
01-02-2025,00:00:00,BK100715,Cancelled by Driver,CUST2715,eBike,Location 28,Location 23,,,0,,1,Customer related issue,0,,,,,
07-02-2025,01:00:00,BK100716,Cancelled by Customer,CUST2716,Bike,Location 9,Location 37,,,1,Change of plans,0,,0,,,,,
07-02-2025,10:00:00,BK100717,Successful,CUST2717,Auto,Location 12,Location 15,4.4,7.6,0,,0,,0,,29.64,2.9,3.2,4
15-02-2025,04:00:00,BK100718,Incomplete,CUST2718,Bike,Location 2,Location 18,,,0,,0,,1,Vehicle Breakdown,,,,
13-02-2025,09:00:00,BK100719,Successful,CUST2719,Auto,Location 15,Location 45,8.3,6.8,0,,0,,0,,143.23,15.3,4.5,4.3
24-02-2025,03:00:00,BK100720,Successful,CUST2720,Mini,Location 36,Location 12,2,14.1,0,,0,,0,,115.32,10.7,3.5,4.8
01-02-2025,05:00:00,BK100721,Cancelled by Customer,CUST2721,Prime Sedan,Location 24,Location 45,,,1,AC is not working,0,,0,,,,,
25-02-2025,11:00:00,BK100722,Successful,CUST2722,Bike,Location 24,Location 41,6.7,10.4,0,,0,,0,,167.69,16.5,4.7,4.5
05-02-2025,17:00:00,BK100723,Cancelled by Driver,CUST2723,Mini,Location 17,Location 34,,,0,,1,More than permitted people in there,0,,,,,
04-02-2025,00:00:00,BK100724,Incomplete,CUST2724,Prime Plus,Location 39,Location 12,,,0,,0,,1,Other Issue,,,,
17-02-2025,20:00:00,BK100725,Successful,CUST2725,Bike,Location 40,Location 50,6.4,8.8,0,,0,,0,,206.36,22.9,4.8,3.6
27-02-2025,22:00:00,BK100726,Successful,CUST2726,Auto,Location 44,Location 15,6.1,10.2,0,,0,,0,,44.32,4.6,3.7,4.1
26-02-2025,12:00:00,BK100727,Cancelled by Customer,CUST2727,Mini,Location 7,Location 7,,,1,AC is not working,0,,0,,,,,
23-02-2025,01:00:00,BK100728,Successful,CUST2728,Prime Plus,Location 37,Location 16,2.6,6.7,0,,0,,0,,173.02,21.2,3.8,3.4
26-02-2025,06:00:00,BK100729,Successful,CUST2729,eBike,Location 21,Location 5,9.9,10.6,0,,0,,0,,312.94,22.1,3.4,4
05-02-2025,16:00:00,BK100730,Cancelled by Customer,CUST2730,Prime Sedan,Location 14,Location 14,,,1,Change of plans,0,,0,,,,,
14-02-2025,18:00:00,BK100731,Successful,CUST2731,eBike,Location 38,Location 40,3.3,11.3,0,,0,,0,,86.6,8.8,4.7,3.2
08-02-2025,05:00:00,BK100732,Successful,CUST2732,Prime Plus,Location 17,Location 19,9.9,10.8,0,,0,,0,,154.39,11.4,3.1,5
11-02-2025,16:00:00,BK100733,Incomplete,CUST2733,Mini,Location 18,Location 5,,,0,,0,,1,Customer Demand,,,,
07-02-2025,15:00:00,BK100734,Incomplete,CUST2734,Prime Sedan,Location 15,Location 46,,,0,,0,,1,Vehicle Breakdown,,,,
05-02-2025,00:00:00,BK100735,Successful,CUST2735,Prime Plus,Location 7,Location 32,8,5.2,0,,0,,0,,184.1,13.6,4.9,3
14-02-2025,22:00:00,BK100736,Successful,CUST2736,Auto,Location 32,Location 19,3.1,12.4,0,,0,,0,,85.65,5.9,4,4.8
26-02-2025,04:00:00,BK100737,Successful,CUST2737,Prime Plus,Location 4,Location 9,8.9,13.4,0,,0,,0,,167.47,16.6,4.9,3.1
13-02-2025,01:00:00,BK100738,Successful,CUST2738,Mini,Location 25,Location 31,4,14.4,0,,0,,0,,62.81,4.2,3.5,4.8
15-02-2025,03:00:00,BK100739,Successful,CUST2739,Auto,Location 14,Location 45,3.6,14,0,,0,,0,,98.91,9.7,3,3.1
21-02-2025,07:00:00,BK100740,Cancelled by Driver,CUST2740,Prime Plus,Location 4,Location 5,,,0,,1,Personal & Car related issues,0,,,,,
13-02-2025,00:00:00,BK100741,Successful,CUST2741,Prime Plus,Location 19,Location 9,3.7,6.1,0,,0,,0,,135.71,10.9,3.1,5
04-02-2025,12:00:00,BK100742,Cancelled by Customer,CUST2742,Mini,Location 8,Location 23,,,1,Driver asked to cancel,0,,0,,,,,
11-02-2025,22:00:00,BK100743,Cancelled by Driver,CUST2743,eBike,Location 44,Location 45,,,0,,1,More than permitted people in there,0,,,,,
09-02-2025,15:00:00,BK100744,Successful,CUST2744,Mini,Location 49,Location 35,5.4,8.9,0,,0,,0,,113.9,9.2,3.3,3.8
10-02-2025,23:00:00,BK100745,Successful,CUST2745,Mini,Location 32,Location 39,9.6,13.7,0,,0,,0,,65.95,5.6,3.3,3.5
21-02-2025,16:00:00,BK100746,Cancelled by Driver,CUST2746,Mini,Location 34,Location 4,,,0,,1,Customer related issue,0,,,,,
